type,predict_time,exit_time,predict_confidence,long_short,desc,trade_entry_price,make_price,risk_price,trade_exit_price,net_pts,max_drawdown, ext_signal, elapsed_seconds
Trade,2023-01-03 14:37:21.065000+00:00,2023-01-03 14:39:12.955867+00:00,0.775,Long,FullWinTarget,384.49,385.19,384.19,385.21,0.7199999999999704,-0.10000000000002274,1,112
Trade,2023-01-03 14:37:23.025000+00:00,2023-01-03 14:39:19.027637+00:00,0.768,Long,FullWinTarget,384.56,385.26,384.26,385.27,0.7099999999999795,-0.17000000000001592,1,116
Trade,2023-01-03 14:37:49.014000+00:00,2023-01-03 14:39:21.530850+00:00,0.715,Long,FullWinTarget,384.65,385.34999999999997,384.34999999999997,385.37,0.7200000000000273,-0.029999999999972715,1,93
Trade,2023-01-03 14:37:55.081000+00:00,2023-01-03 14:40:02.313324+00:00,0.745,Long,FullWinTarget,384.77,385.46999999999997,384.46999999999997,385.47,0.7000000000000455,-0.14999999999997726,1,127
Trade,2023-01-03 14:37:57.057000+00:00,2023-01-03 14:40:03.154584+00:00,0.745,Long,FullWinTarget,384.84,385.53999999999996,384.53999999999996,385.55,0.7100000000000364,-0.21999999999997044,1,126
Trade,2023-01-03 14:37:59.032000+00:00,2023-01-03 14:39:22.714587+00:00,0.702,Long,FullWinTarget,384.72,385.42,384.42,385.42,0.6999999999999886,-0.10000000000002274,1,84
Trade,2023-01-03 14:38:01.078000+00:00,2023-01-03 14:39:22.694929+00:00,0.616,Long,FullWinTarget,384.68,385.38,384.38,385.38,0.6999999999999886,-0.060000000000002274,1,82
Trade,2023-01-03 14:44:36.020000+00:00,2023-01-03 14:44:52.570276+00:00,0.816,Long,FullLossRisk,385.57,386.27,385.27,385.25,-0.3199999999999932,0,1,17
Trade,2023-01-03 14:46:05.036000+00:00,2023-01-03 14:47:46.317437+00:00,0.625,Long,FullLossRisk,384.36,385.06,384.06,384.06,-0.30000000000001137,0,1,101
Trade,2023-01-03 14:46:09.021000+00:00,2023-01-03 14:47:50.053908+00:00,0.665,Long,FullLossRisk,384.27,384.96999999999997,383.96999999999997,383.93,-0.339999999999975,0,1,101
Trade,2023-01-03 14:46:18.028000+00:00,2023-01-03 14:47:50.614395+00:00,0.724,Long,FullLossRisk,384.2,384.9,383.9,383.87,-0.3299999999999841,0,1,93
Trade,2023-01-03 14:46:23.107000+00:00,2023-01-03 14:47:46.131232+00:00,0.888,Long,FullLossRisk,384.41,385.11,384.11,384.1,-0.3100000000000023,0,1,83
Trade,2023-01-03 14:46:28.052000+00:00,2023-01-03 14:47:43.042513+00:00,0.708,Long,FullLossRisk,384.5,385.2,384.2,384.2,-0.30000000000001137,0,1,75
Trade,2023-01-03 14:46:37.198000+00:00,2023-01-03 14:47:42.159066+00:00,0.835,Long,FullLossRisk,384.565,385.265,384.265,384.23,-0.33499999999997954,0,1,65
Trade,2023-01-03 14:46:44.134000+00:00,2023-01-03 14:47:43.042513+00:00,0.605,Long,FullLossRisk,384.52,385.21999999999997,384.21999999999997,384.2,-0.3199999999999932,0,1,59
Trade,2023-01-03 14:46:54.001000+00:00,2023-01-03 14:47:43.042513+00:00,0.873,Long,FullLossRisk,384.51,385.21,384.21,384.2,-0.3100000000000023,0,1,49
Trade,2023-01-03 14:46:58.018000+00:00,2023-01-03 14:47:41.540085+00:00,0.840,Long,FullLossRisk,384.58,385.28,384.28,384.28,-0.30000000000001137,0,1,44
Trade,2023-01-03 14:47:47.012000+00:00,2023-01-03 14:47:54.330733+00:00,0.819,Long,FullLossRisk,384.08,384.78,383.78,383.76,-0.3199999999999932,0,1,7
Trade,2023-01-03 14:50:05.033000+00:00,2023-01-03 14:52:39.436752+00:00,0.699,Long,FullLossRisk,383.47,384.17,383.17,383.17,-0.30000000000001137,0,1,154
Trade,2023-01-03 14:50:08.198000+00:00,2023-01-03 14:52:32.170377+00:00,0.801,Long,FullLossRisk,383.54,384.24,383.24,383.24,-0.30000000000001137,0,1,144
Trade,2023-01-03 14:50:11.018000+00:00,2023-01-03 14:52:32.130538+00:00,0.842,Long,FullLossRisk,383.58,384.28,383.28,383.26,-0.3199999999999932,0,1,141
Trade,2023-01-03 14:53:49.037000+00:00,2023-01-03 14:55:37.292188+00:00,0.664,Long,FullLossRisk,382.86,383.56,382.56,382.55,-0.3100000000000023,0,1,108
Trade,2023-01-03 14:55:26.001000+00:00,2023-01-03 14:55:35.336408+00:00,0.758,Long,FullLossRisk,382.95,383.65,382.65,382.63,-0.3199999999999932,0,1,9
Trade,2023-01-03 14:56:36.098000+00:00,2023-01-03 14:56:56.671042+00:00,0.752,Long,FullLossRisk,382.65,383.34999999999997,382.34999999999997,382.34,-0.3100000000000023,0,1,21
Trade,2023-01-03 14:56:45.107000+00:00,2023-01-03 14:57:30.735153+00:00,0.723,Long,FullLossRisk,382.48,383.18,382.18,382.17,-0.3100000000000023,0,1,46
Trade,2023-01-03 14:56:50.221000+00:00,2023-01-03 14:58:03.490630+00:00,0.690,Long,FullLossRisk,382.425,383.125,382.125,382.12,-0.3050000000000068,0,1,73
Trade,2023-01-03 14:57:04.118000+00:00,2023-01-03 14:58:05.609435+00:00,0.675,Long,FullLossRisk,382.38,383.08,382.08,382.08,-0.30000000000001137,0,1,61
Trade,2023-01-03 14:57:07.118000+00:00,2023-01-03 14:57:30.735153+00:00,0.832,Long,FullLossRisk,382.48,383.18,382.18,382.17,-0.3100000000000023,0,1,24
Trade,2023-01-03 14:57:10.046000+00:00,2023-01-03 14:58:03.490630+00:00,0.606,Long,FullLossRisk,382.42,383.12,382.12,382.12,-0.30000000000001137,0,1,53
Trade,2023-01-03 14:58:34.017000+00:00,2023-01-03 15:05:33.868669+00:00,0.682,Long,PartialWinTime,381.93,382.63,381.63,382.14,0.20999999999997954,-0.2599999999999909,1,420
Trade,2023-01-03 14:58:41.012000+00:00,2023-01-03 15:00:38.141574+00:00,0.898,Long,FullWinTarget,381.74,382.44,381.44,382.44,0.6999999999999886,-0.06999999999999318,1,117
Trade,2023-01-03 14:58:43.161000+00:00,2023-01-03 15:01:34.042706+00:00,0.615,Long,FullWinTarget,381.86,382.56,381.56,382.56,0.6999999999999886,-0.18999999999999773,1,171
Trade,2023-01-03 14:58:50.021000+00:00,2023-01-03 15:01:08.208779+00:00,0.872,Long,FullWinTarget,381.8,382.5,381.5,382.5,0.6999999999999886,-0.12999999999999545,1,138
Trade,2023-01-03 15:02:42.035000+00:00,2023-01-03 15:06:53.926142+00:00,0.632,Long,FullLossRisk,382.2,382.9,381.9,381.9,-0.30000000000001137,0,1,252
Trade,2023-01-03 15:03:19.080000+00:00,2023-01-03 15:06:43.296262+00:00,0.610,Long,FullLossRisk,382.33,383.03,382.03,382.02,-0.3100000000000023,0,1,204
Trade,2023-01-03 15:09:56.166000+00:00,2023-01-03 15:10:12.228140+00:00,0.633,Long,FullLossRisk,382.0,382.7,381.7,381.69,-0.3100000000000023,0,1,16
Trade,2023-01-03 15:10:40.185000+00:00,2023-01-03 15:12:37.173128+00:00,0.863,Long,FullLossRisk,381.8,382.5,381.5,381.48,-0.3199999999999932,0,1,117
Trade,2023-01-03 15:13:43.118000+00:00,2023-01-03 15:18:01.781464+00:00,0.604,Long,FullLossRisk,381.18,381.88,380.88,380.86,-0.3199999999999932,0,1,259
Trade,2023-01-03 15:13:49.101000+00:00,2023-01-03 15:18:12.213205+00:00,0.612,Long,FullLossRisk,381.1,381.8,380.8,380.8,-0.30000000000001137,0,1,263
Trade,2023-01-03 15:15:09.007000+00:00,2023-01-03 15:18:12.213236+00:00,0.684,Long,FullLossRisk,381.08,381.78,380.78,380.78,-0.30000000000001137,0,1,183
Trade,2023-01-03 15:15:53.290000+00:00,2023-01-03 15:18:00.647493+00:00,0.840,Long,FullLossRisk,381.23,381.93,380.93,380.92,-0.3100000000000023,0,1,127
Trade,2023-01-03 15:22:18.473000+00:00,2023-01-03 15:29:18.374221+00:00,0.776,Long,PartialWinTime,380.5,381.2,380.2,380.555,0.05500000000000682,-0.160000000000025,1,420
Trade,2023-01-03 15:22:20.016000+00:00,2023-01-03 15:29:19.819287+00:00,0.858,Long,PartialWinTime,380.47,381.17,380.17,380.54,0.06999999999999318,-0.1300000000000523,1,420
Trade,2023-01-03 15:22:28.069000+00:00,2023-01-03 15:29:28.037683+00:00,0.872,Long,PartialWinTime,380.41,381.11,380.11,380.46,0.049999999999954525,-0.07000000000005002,1,420
Trade,2023-01-03 15:22:42.074000+00:00,2023-01-03 15:29:41.068159+00:00,0.845,Long,PartialWinTime,380.41,381.11,380.11,380.51,0.0999999999999659,-0.020000000000038654,1,419
Trade,2023-01-03 15:22:49.108000+00:00,2023-01-03 15:29:47.464451+00:00,0.741,Long,PartialWinTime,380.5,381.2,380.2,380.63,0.12999999999999545,-0.06999999999999318,1,418
Trade,2023-01-03 15:23:01.400000+00:00,2023-01-03 15:30:01.314809+00:00,0.683,Long,PartialWinTime,380.5,381.2,380.2,380.71,0.20999999999997954,-0.040000000000020464,1,420
Trade,2023-01-03 15:25:12.531000+00:00,2023-01-03 15:28:07.208878+00:00,0.611,Long,FullLossRisk,380.85,381.55,380.55,380.55,-0.30000000000001137,0,1,175
Trade,2023-01-03 15:25:20+00:00,2023-01-03 15:27:02.399516+00:00,0.676,Long,FullLossRisk,380.87,381.57,380.57,380.57,-0.30000000000001137,0,1,102
Trade,2023-01-03 15:25:23.798000+00:00,2023-01-03 15:28:07.208878+00:00,0.745,Long,FullLossRisk,380.85,381.55,380.55,380.55,-0.30000000000001137,0,1,163
Trade,2023-01-03 15:25:30.018000+00:00,2023-01-03 15:28:12.891526+00:00,0.606,Long,FullLossRisk,380.82,381.52,380.52,380.52,-0.30000000000001137,0,1,163
Trade,2023-01-03 15:25:35.034000+00:00,2023-01-03 15:28:13.057849+00:00,0.739,Long,FullLossRisk,380.81,381.51,380.51,380.5,-0.3100000000000023,0,1,158
Trade,2023-01-03 15:25:41.039000+00:00,2023-01-03 15:28:12.888080+00:00,0.677,Long,FullLossRisk,380.84,381.53999999999996,380.53999999999996,380.53,-0.3100000000000023,0,1,152
Trade,2023-01-03 15:30:57.086000+00:00,2023-01-03 15:35:47.144451+00:00,0.739,Long,FullWinTarget,380.23,380.93,379.93,380.94,0.7099999999999795,-0.160000000000025,1,290
Trade,2023-01-03 15:33:25.229000+00:00,2023-01-03 15:40:25.025365+00:00,0.804,Long,PartialWinTime,380.6,381.3,380.3,381.07,0.46999999999997044,-0.18999999999999773,1,420
Trade,2023-01-03 15:33:31.015000+00:00,2023-01-03 15:40:28.878726+00:00,0.941,Long,PartialWinTime,380.51,381.21,380.21,381.05,0.5400000000000205,-0.0999999999999659,1,418
Trade,2023-01-03 15:37:05+00:00,2023-01-03 15:44:04.045353+00:00,0.711,Long,PartialWinTime,380.81,381.51,380.51,381.12,0.3100000000000023,-0.060000000000002274,1,419
Trade,2023-01-03 15:51:30.217000+00:00,2023-01-03 15:57:13.841365+00:00,0.641,Long,FullWinTarget,381.03,381.72999999999996,380.72999999999996,381.75,0.7200000000000273,-0.1099999999999568,1,344
Trade,2023-01-03 15:52:09.080000+00:00,2023-01-03 15:57:13.708737+00:00,0.702,Long,FullWinTarget,380.96,381.65999999999997,380.65999999999997,381.66,0.7000000000000455,-0.03999999999996362,1,305
Trade,2023-01-03 15:53:56+00:00,2023-01-03 15:57:24.733779+00:00,0.671,Long,FullWinTarget,381.1,381.8,380.8,381.8,0.6999999999999886,-0.18000000000000682,1,209
Trade,2023-01-03 16:00:19.065000+00:00,2023-01-03 16:03:15.158879+00:00,0.609,Long,FullLossRisk,382.19,382.89,381.89,381.88,-0.3100000000000023,0,1,176
Trade,2023-01-03 16:12:02.117000+00:00,2023-01-03 16:13:10.113748+00:00,0.721,Long,FullLossRisk,380.39,381.09,380.09,380.08,-0.3100000000000023,0,1,68
Trade,2023-01-03 16:12:06.036000+00:00,2023-01-03 16:13:09.615276+00:00,0.889,Long,FullLossRisk,380.43,381.13,380.13,380.13,-0.30000000000001137,0,1,64
Trade,2023-01-03 16:12:11.012000+00:00,2023-01-03 16:13:07.766741+00:00,0.898,Long,FullLossRisk,380.45,381.15,380.15,380.15,-0.30000000000001137,0,1,57
Trade,2023-01-03 16:15:05.002000+00:00,2023-01-03 16:22:04.981256+00:00,0.721,Long,PartialWinTime,379.64,380.34,379.34,379.7,0.060000000000002274,-0.12999999999999545,1,420
Trade,2023-01-03 16:15:45.087000+00:00,2023-01-03 16:22:44.896474+00:00,0.652,Long,PartialWinTime,379.7,380.4,379.4,379.91,0.21000000000003638,-0.18999999999999773,1,420
Trade,2023-01-03 16:17:21.185000+00:00,2023-01-03 16:23:40.711064+00:00,0.897,Long,FullWinTarget,379.615,380.315,379.315,380.32,0.7049999999999841,-0.014999999999986358,1,380
Trade,2023-01-03 16:17:38.024000+00:00,2023-01-03 16:23:43.427993+00:00,0.695,Long,FullWinTarget,379.76,380.46,379.46,380.46,0.6999999999999886,-0.12999999999999545,1,365
Trade,2023-01-03 16:17:53.028000+00:00,2023-01-03 16:24:52.851492+00:00,0.726,Long,PartialWinTime,379.83,380.53,379.53,380.16,0.3300000000000409,-0.19999999999998863,1,420
Trade,2023-01-03 16:18:01.238000+00:00,2023-01-03 16:25:01.202022+00:00,0.623,Long,PartialWinTime,379.83,380.53,379.53,380.115,0.285000000000025,-0.19999999999998863,1,420
Trade,2023-01-03 16:18:08.026000+00:00,2023-01-03 16:25:08.022351+00:00,0.716,Long,PartialWinTime,379.9,380.59999999999997,379.59999999999997,380.16,0.26000000000004775,-0.2699999999999818,1,420
Trade,2023-01-03 16:19:05.231000+00:00,2023-01-03 16:20:16.042121+00:00,0.709,Long,FullLossRisk,380.12,380.82,379.82,379.82,-0.30000000000001137,0,1,71
Trade,2023-01-03 16:19:49.088000+00:00,2023-01-03 16:20:53.078768+00:00,0.815,Long,FullLossRisk,379.98,380.68,379.68,379.67,-0.3100000000000023,0,1,64
Trade,2023-01-03 16:19:58.134000+00:00,2023-01-03 16:20:53.078768+00:00,0.718,Long,FullLossRisk,379.99,380.69,379.69,379.69,-0.30000000000001137,0,1,55
Trade,2023-01-03 16:20:02.212000+00:00,2023-01-03 16:20:53.078768+00:00,0.824,Long,FullLossRisk,379.98,380.68,379.68,379.67,-0.3100000000000023,0,1,51
Trade,2023-01-03 16:20:11.019000+00:00,2023-01-03 16:20:53.078768+00:00,0.626,Long,FullLossRisk,379.97,380.67,379.67,379.67,-0.30000000000001137,0,1,42
Trade,2023-01-03 16:20:16.025000+00:00,2023-01-03 16:27:13.877685+00:00,0.765,Long,PartialWinTime,379.85,380.55,379.55,379.87,0.01999999999998181,-0.22000000000002728,1,418
Trade,2023-01-03 16:20:25.032000+00:00,2023-01-03 16:27:24.397457+00:00,0.704,Long,PartialWinTime,379.83,380.53,379.53,379.84,0.009999999999990905,-0.19999999999998863,1,419
Trade,2023-01-03 16:20:29.304000+00:00,2023-01-03 16:27:28.783004+00:00,0.622,Long,PartialWinTime,379.82,380.52,379.52,379.88,0.060000000000002274,-0.18999999999999773,1,419
Trade,2023-01-03 16:20:38.349000+00:00,2023-01-03 16:27:36.936458+00:00,0.716,Long,PartialWinTime,379.83,380.53,379.53,379.89,0.060000000000002274,-0.19999999999998863,1,419
Trade,2023-01-03 16:20:43.010000+00:00,2023-01-03 16:27:42.152908+00:00,0.733,Long,PartialWinTime,379.8,380.5,379.5,379.83,0.029999999999972715,-0.17000000000001592,1,419
Trade,2023-01-03 16:20:50.079000+00:00,2023-01-03 16:23:43.395170+00:00,0.785,Long,FullWinTarget,379.73,380.43,379.43,380.45,0.7199999999999704,-0.10000000000002274,1,173
Trade,2023-01-03 16:20:56.064000+00:00,2023-01-03 16:23:43.300993+00:00,0.792,Long,FullWinTarget,379.68,380.38,379.38,380.38,0.6999999999999886,-0.05000000000001137,1,167
Trade,2023-01-03 16:21:00.022000+00:00,2023-01-03 16:23:43.276918+00:00,0.633,Long,FullWinTarget,379.64,380.34,379.34,380.36,0.7200000000000273,-0.009999999999990905,1,163
Trade,2023-01-03 16:23:34.041000+00:00,2023-01-03 16:25:50.923501+00:00,0.692,Long,FullLossRisk,380.29,380.99,379.99,379.99,-0.30000000000001137,0,1,137
Trade,2023-01-03 16:25:56.578000+00:00,2023-01-03 16:28:54.651904+00:00,0.762,Long,FullLossRisk,379.97,380.67,379.67,379.66,-0.3100000000000023,0,1,178
Trade,2023-01-03 16:26:08.351000+00:00,2023-01-03 16:28:55.007562+00:00,0.803,Long,FullLossRisk,379.92,380.62,379.62,379.62,-0.30000000000001137,0,1,167
Trade,2023-01-03 16:26:15.151000+00:00,2023-01-03 16:28:35.017746+00:00,0.611,Long,FullLossRisk,380.01,380.71,379.71,379.7,-0.3100000000000023,0,1,140
Trade,2023-01-03 16:26:21.034000+00:00,2023-01-03 16:28:23.436956+00:00,0.732,Long,FullLossRisk,380.03,380.72999999999996,379.72999999999996,379.72,-0.30999999999994543,0,1,122
Trade,2023-01-03 16:26:33.141000+00:00,2023-01-03 16:28:55.007562+00:00,0.679,Long,FullLossRisk,379.92,380.62,379.62,379.62,-0.30000000000001137,0,1,142
Trade,2023-01-03 16:36:02.032000+00:00,2023-01-03 16:42:59.615560+00:00,0.614,Long,PartialLossTime,379.34,380.03999999999996,379.03999999999996,379.2,-0.13999999999998636,0,1,418
Trade,2023-01-03 16:36:15.171000+00:00,2023-01-03 16:43:14.941286+00:00,0.616,Long,PartialLossTime,379.38,380.08,379.08,379.28,-0.10000000000002274,0,1,420
Trade,2023-01-03 16:38:54.038000+00:00,2023-01-03 16:42:03.739610+00:00,0.727,Long,FullLossRisk,379.65,380.34999999999997,379.34999999999997,379.34,-0.3100000000000023,0,1,190
Trade,2023-01-03 16:44:08.015000+00:00,2023-01-03 16:46:37.967219+00:00,0.649,Long,FullLossRisk,379.2,379.9,378.9,378.9,-0.30000000000001137,0,1,150
Trade,2023-01-03 16:46:25.051000+00:00,2023-01-03 16:46:58.801703+00:00,0.796,Long,FullLossRisk,379.05,379.75,378.75,378.75,-0.30000000000001137,0,1,34
Trade,2023-01-03 16:46:59.037000+00:00,2023-01-03 16:53:58.950965+00:00,0.615,Long,PartialWinTime,378.75,379.45,378.45,379.09,0.339999999999975,-0.040000000000020464,1,420
Trade,2023-01-03 16:47:03.097000+00:00,2023-01-03 16:54:01.760788+00:00,0.795,Long,PartialWinTime,378.85,379.55,378.55,379.14,0.2899999999999636,-0.1400000000000432,1,419
Trade,2023-01-03 16:47:07.179000+00:00,2023-01-03 16:54:06.745004+00:00,0.603,Long,PartialWinTime,378.84,379.53999999999996,378.53999999999996,379.17,0.3300000000000409,-0.12999999999999545,1,420
Trade,2023-01-03 16:47:11.013000+00:00,2023-01-03 16:54:10.286101+00:00,0.697,Long,PartialWinTime,378.87,379.57,378.57,379.18,0.3100000000000023,-0.160000000000025,1,419
Trade,2023-01-03 16:47:15.077000+00:00,2023-01-03 16:54:12.650901+00:00,0.663,Long,PartialWinTime,378.81,379.51,378.51,379.16,0.35000000000002274,-0.10000000000002274,1,418
Trade,2023-01-03 16:47:26.135000+00:00,2023-01-03 16:54:25.785114+00:00,0.698,Long,PartialWinTime,378.93,379.63,378.63,379.02,0.08999999999997499,-0.22000000000002728,1,420
Trade,2023-01-03 16:47:36.052000+00:00,2023-01-03 16:54:35.473058+00:00,0.750,Long,PartialLossTime,378.94,379.64,378.64,378.92,-0.01999999999998181,0,1,419
Trade,2023-01-03 16:47:43.128000+00:00,2023-01-03 16:52:08.172476+00:00,0.831,Long,FullLossRisk,379.08,379.78,378.78,378.78,-0.30000000000001137,0,1,265
Trade,2023-01-03 16:48:34.389000+00:00,2023-01-03 16:52:09.131544+00:00,0.897,Long,FullLossRisk,379.05,379.75,378.75,378.75,-0.30000000000001137,0,1,215
Trade,2023-01-03 16:48:39.202000+00:00,2023-01-03 16:55:39.169245+00:00,0.658,Long,PartialLossTime,378.98,379.68,378.68,378.76,-0.22000000000002728,0,1,420
Trade,2023-01-03 16:48:46.706000+00:00,2023-01-03 16:52:09.682422+00:00,0.711,Long,FullLossRisk,379.04,379.74,378.74,378.73,-0.3100000000000023,0,1,203
Trade,2023-01-03 16:48:56.250000+00:00,2023-01-03 16:52:11.524993+00:00,0.837,Long,FullLossRisk,379.03,379.72999999999996,378.72999999999996,378.72,-0.30999999999994543,0,1,195
Trade,2023-01-03 16:51:56.218000+00:00,2023-01-03 16:58:55.624102+00:00,0.665,Long,PartialWinTime,378.89,379.59,378.59,379.14,0.25,-0.22999999999996135,1,419
Trade,2023-01-03 16:53:35.010000+00:00,2023-01-03 16:54:34.842426+00:00,0.613,Long,FullLossRisk,379.26,379.96,378.96,378.95,-0.3100000000000023,0,1,60
Trade,2023-01-03 16:53:51.045000+00:00,2023-01-03 16:54:35.471695+00:00,0.633,Long,FullLossRisk,379.22,379.92,378.92,378.92,-0.30000000000001137,0,1,44
Trade,2023-01-03 16:55:40.138000+00:00,2023-01-03 17:02:39.880144+00:00,0.694,Long,PartialWinTime,378.75,379.45,378.45,378.96,0.20999999999997954,-0.08999999999997499,1,420
Trade,2023-01-03 16:55:42.414000+00:00,2023-01-03 17:02:42.031135+00:00,0.624,Long,PartialWinTime,378.78,379.47999999999996,378.47999999999996,378.92,0.1400000000000432,-0.1199999999999477,1,420
Trade,2023-01-03 17:02:52.189000+00:00,2023-01-03 17:07:52.118567+00:00,0.775,Long,FullWinTarget,378.87,379.57,378.57,379.58,0.7099999999999795,-0.06999999999999318,1,300
Trade,2023-01-03 17:06:58.477000+00:00,2023-01-03 17:13:56.613472+00:00,0.825,Long,PartialWinTime,379.22,379.92,378.92,379.69,0.46999999999997044,0,1,418
Trade,2023-01-03 17:07:05.121000+00:00,2023-01-03 17:14:05.068861+00:00,0.836,Long,PartialWinTime,379.33,380.03,379.03,379.65,0.3199999999999932,-0.05000000000001137,1,420
Trade,2023-01-03 17:07:10.019000+00:00,2023-01-03 17:14:09.801313+00:00,0.721,Long,PartialWinTime,379.34,380.03999999999996,379.03999999999996,379.63,0.29000000000002046,-0.060000000000002274,1,420
Trade,2023-01-03 17:07:19.147000+00:00,2023-01-03 17:14:18.590329+00:00,0.640,Long,PartialWinTime,379.3,380.0,379.0,379.61,0.3100000000000023,-0.020000000000038654,1,419
Trade,2023-01-03 17:07:23.195000+00:00,2023-01-03 17:14:23.172535+00:00,0.606,Long,PartialWinTime,379.34,380.03999999999996,379.03999999999996,379.65,0.3100000000000023,-0.060000000000002274,1,420
Trade,2023-01-03 17:07:27.389000+00:00,2023-01-03 17:14:27.078810+00:00,0.685,Long,PartialWinTime,379.36,380.06,379.06,379.61,0.25,-0.08000000000004093,1,420
Trade,2023-01-03 17:18:29.054000+00:00,2023-01-03 17:23:23.605438+00:00,0.601,Long,FullLossRisk,379.28,379.97999999999996,378.97999999999996,378.96,-0.3199999999999932,0,1,295
Trade,2023-01-03 17:19:05.057000+00:00,2023-01-03 17:23:34.248981+00:00,0.605,Long,FullLossRisk,379.25,379.95,378.95,378.95,-0.30000000000001137,0,1,269
Trade,2023-01-03 17:19:25.015000+00:00,2023-01-03 17:23:39.027208+00:00,0.620,Long,FullLossRisk,379.14,379.84,378.84,378.84,-0.30000000000001137,0,1,254
Trade,2023-01-03 17:19:42.199000+00:00,2023-01-03 17:23:39.027208+00:00,0.769,Long,FullLossRisk,379.16,379.86,378.86,378.86,-0.30000000000001137,0,1,237
Trade,2023-01-03 17:19:44.019000+00:00,2023-01-03 17:23:38.515374+00:00,0.656,Long,FullLossRisk,379.2,379.9,378.9,378.9,-0.30000000000001137,0,1,234
Trade,2023-01-03 17:20:01.370000+00:00,2023-01-03 17:23:38.749038+00:00,0.671,Long,FullLossRisk,379.18,379.88,378.88,378.88,-0.30000000000001137,0,1,217
Trade,2023-01-03 17:20:08.990000+00:00,2023-01-03 17:23:39.027214+00:00,0.602,Long,FullLossRisk,379.12,379.82,378.82,378.82,-0.30000000000001137,0,1,210
Trade,2023-01-03 17:20:19.569000+00:00,2023-01-03 17:23:23.605438+00:00,0.826,Long,FullLossRisk,379.27,379.96999999999997,378.96999999999997,378.96,-0.3100000000000023,0,1,184
Trade,2023-01-03 17:22:06.033000+00:00,2023-01-03 17:23:23.530693+00:00,0.669,Long,FullLossRisk,379.3,380.0,379.0,379.0,-0.30000000000001137,0,1,77
Trade,2023-01-03 17:22:42.201000+00:00,2023-01-03 17:23:38.515374+00:00,0.616,Long,FullLossRisk,379.2,379.9,378.9,378.9,-0.30000000000001137,0,1,56
Trade,2023-01-03 17:23:40.012000+00:00,2023-01-03 17:24:15.823640+00:00,0.722,Long,FullLossRisk,378.85,379.55,378.55,378.55,-0.30000000000001137,0,1,36
Trade,2023-01-03 17:24:30.044000+00:00,2023-01-03 17:31:29.614425+00:00,0.718,Long,PartialWinTime,378.65,379.34999999999997,378.34999999999997,379.11,0.4600000000000364,-0.0999999999999659,1,420
Trade,2023-01-03 17:26:44.065000+00:00,2023-01-03 17:33:42.696022+00:00,0.711,Long,PartialWinTime,379.07,379.77,378.77,379.6,0.5300000000000296,-0.20999999999997954,1,419
Trade,2023-01-03 17:28:34.323000+00:00,2023-01-03 17:33:52.656545+00:00,0.680,Long,FullWinTarget,379.0,379.7,378.7,379.7,0.6999999999999886,-0.13999999999998636,1,318
Trade,2023-01-03 17:28:39.556000+00:00,2023-01-03 17:33:52.824666+00:00,0.655,Long,FullWinTarget,379.01,379.71,378.71,379.71,0.6999999999999886,-0.14999999999997726,1,313
Trade,2023-01-03 17:29:01.695000+00:00,2023-01-03 17:33:52.653382+00:00,0.800,Long,FullWinTarget,378.93,379.63,378.63,379.64,0.7099999999999795,-0.06999999999999318,1,291
Trade,2023-01-03 17:34:31.383000+00:00,2023-01-03 17:38:06.349063+00:00,0.600,Long,FullLossRisk,379.91,380.61,379.61,379.58,-0.3300000000000409,0,1,215
Trade,2023-01-03 17:34:37.284000+00:00,2023-01-03 17:38:48.796081+00:00,0.733,Long,FullLossRisk,379.86,380.56,379.56,379.54,-0.3199999999999932,0,1,252
Trade,2023-01-03 17:34:46.380000+00:00,2023-01-03 17:38:48.796081+00:00,0.901,Long,FullLossRisk,379.87,380.57,379.57,379.54,-0.3299999999999841,0,1,242
Trade,2023-01-03 17:34:56.002000+00:00,2023-01-03 17:38:48.796081+00:00,0.657,Long,FullLossRisk,379.87,380.57,379.57,379.54,-0.3299999999999841,0,1,233
Trade,2023-01-03 17:34:59.082000+00:00,2023-01-03 17:39:16.142645+00:00,0.921,Long,FullLossRisk,379.83,380.53,379.53,379.52,-0.3100000000000023,0,1,257
Trade,2023-01-03 17:35:28.018000+00:00,2023-01-03 17:39:16.142645+00:00,0.673,Long,FullLossRisk,379.83,380.53,379.53,379.52,-0.3100000000000023,0,1,228
Trade,2023-01-03 17:35:30.091000+00:00,2023-01-03 17:39:16.211201+00:00,0.743,Long,FullLossRisk,379.81,380.51,379.51,379.51,-0.30000000000001137,0,1,226
Trade,2023-01-03 17:35:34.006000+00:00,2023-01-03 17:39:16.142645+00:00,0.838,Long,FullLossRisk,379.82,380.52,379.52,379.52,-0.30000000000001137,0,1,222
Trade,2023-01-03 17:35:36.230000+00:00,2023-01-03 17:39:20.718252+00:00,0.744,Long,FullLossRisk,379.78,380.47999999999996,379.47999999999996,379.47,-0.30999999999994543,0,1,224
Trade,2023-01-03 17:37:50.390000+00:00,2023-01-03 17:40:07.356311+00:00,0.606,Long,FullLossRisk,379.63,380.33,379.33,379.33,-0.30000000000001137,0,1,137
Trade,2023-01-03 17:37:54.025000+00:00,2023-01-03 17:39:51.277396+00:00,0.698,Long,FullLossRisk,379.68,380.38,379.38,379.38,-0.30000000000001137,0,1,117
