exit_time,col2,net_pts,col4,col5
2023-01-06 09:13:31.069,0.685,1.0,-0.5,6
2023-01-06 09:15:45.016,0.776,1.0,-0.25,3
2023-01-06 09:16:15.160,0.584,1.0,0.0,7
2023-01-06 09:17:15.010,0.431,1.0,0.0,2
2023-01-06 09:17:26.028,0.561,1.0,-1.0,6
2023-01-06 09:18:32.019,0.429,1.0,-1.75,33
2023-01-06 09:35:46.000,0.492,1.0,0.0,5
2023-01-06 09:36:05.030,0.43,1.0,0.0,2
2023-01-06 09:40:16.117,0.605,1.0,-0.5,5
2023-01-06 09:40:47.111,0.459,1.0,0.0,4
2023-01-06 09:42:07.142,0.402,-4.0,0.0,98
2023-01-06 09:44:47.036,0.717,1.0,-0.25,9
2023-01-06 09:49:45.116,0.44,1.0,-0.25,6
2023-01-06 09:56:00.003,0.438,1.0,-0.5,2
2023-01-06 09:59:10.017,0.482,1.0,0.0,3
2023-01-06 10:00:00.004,0.557,1.0,0.0,0
2023-01-06 10:00:05.024,0.759,1.0,-2.75,119
2023-01-06 10:13:31.015,0.545,-4.0,0.0,265
2023-01-06 10:26:35.042,0.582,-4.0,0.0,289
2023-01-06 10:32:00.184,0.538,1.0,-1.25,19
2023-01-06 10:32:31.144,0.526,1.0,-0.25,6
2023-01-06 10:32:39.105,0.481,1.0,-0.5,43
2023-01-06 10:34:43.171,0.518,1.0,0.0,28
2023-01-06 10:35:13.018,0.429,1.0,-0.5,22
2023-01-06 10:38:04.042,0.421,1.0,-0.5,22
2023-01-06 10:41:23.234,0.598,1.0,-2.25,80
2023-01-06 10:42:58.054,0.596,1.0,-3.25,309
2023-01-06 10:49:08.053,0.424,1.0,0.0,4
2023-01-06 10:49:15.457,0.552,1.0,-0.75,55
2023-01-06 10:50:42.099,0.592,1.0,0.0,6
2023-01-06 10:51:54.185,0.491,1.0,0.0,2
2023-01-06 10:51:57.090,0.612,1.0,-1.0,17
2023-01-06 10:52:41.056,0.46,1.0,-0.5,27
2023-01-06 10:53:23.090,0.779,1.0,0.0,7
2023-01-06 10:53:35.252,0.574,1.0,-0.25,17
2023-01-06 10:55:06.001,0.415,1.0,-0.25,17
2023-01-06 10:57:19.158,0.633,-4.0,0.0,129
2023-01-06 10:59:53.019,0.483,1.0,-0.25,7
2023-01-06 11:00:07.716,0.524,1.0,-0.25,15
2023-01-06 11:01:38.017,0.435,-0.75,0.0,539
2023-01-06 11:12:37.508,0.455,-4.0,0.0,267
2023-01-06 11:21:11.005,0.507,-4.0,0.0,143
2023-01-06 11:26:29.464,0.462,1.0,-0.5,14
2023-01-06 11:30:52.256,0.432,1.0,-2.0,81
2023-01-06 11:38:26.029,0.426,1.0,-0.25,13
2023-01-06 11:39:12.086,0.616,1.0,-0.25,16
2023-01-06 11:43:50.261,0.428,1.0,-0.75,25
2023-01-06 11:53:58.587,0.487,-4.0,0.0,188
2023-01-06 11:57:13.002,0.446,1.0,-0.5,12
2023-01-06 12:02:19.044,0.404,1.0,0.0,45
2023-01-06 12:21:14.235,0.556,1.0,0.0,23
2023-01-06 12:21:57.349,0.465,1.0,-1.25,143
2023-01-06 12:26:57.004,0.609,1.0,0.0,9
2023-01-06 12:27:10.133,0.546,1.0,-1.75,331
2023-01-06 12:33:29.908,0.523,1.0,-1.0,54
2023-01-06 12:36:08.763,0.415,1.0,0.0,11
2023-01-06 12:36:26.572,0.508,1.0,-1.0,90
2023-01-06 12:41:14.242,0.514,1.0,-1.75,92
2023-01-06 12:44:04.092,0.68,1.0,0.0,12
2023-01-06 12:44:18.190,0.455,-1.75,0.0,540
2023-01-06 12:56:08.447,0.483,1.0,-0.5,101
2023-01-06 13:00:53.419,0.801,1.0,0.0,5
2023-01-06 13:01:48.574,0.542,1.0,0.0,5
2023-01-06 13:08:11.214,0.485,1.0,-1.25,47
2023-01-06 13:10:58.768,0.45,1.0,-0.5,29
2023-01-06 13:11:31.034,0.505,1.0,-1.25,40
2023-01-06 13:12:27.025,0.884,1.0,0.0,12
2023-01-06 13:12:59.057,0.866,1.0,-2.25,405
2023-01-06 13:19:58.377,0.604,1.0,-0.25,10
2023-01-06 13:21:17.129,0.444,1.0,-1.0,223
2023-01-06 13:27:44.202,0.519,1.0,-0.25,19
2023-01-06 13:28:05.151,0.449,1.0,-2.25,349
2023-01-06 13:39:28.004,0.451,1.0,0.0,8
2023-01-06 13:40:30.977,0.462,1.0,0.0,19
2023-01-06 13:41:03.153,0.442,1.0,-0.5,31
2023-01-06 13:41:43.496,0.423,1.0,-1.25,113
2023-01-06 13:47:10.033,0.471,1.0,-0.75,34
2023-01-06 13:49:33.030,0.472,1.0,-0.75,97
2023-01-06 13:53:46.006,0.493,1.0,-0.25,21
2023-01-06 13:56:31.212,0.467,1.0,-1.75,307
2023-01-06 14:11:57.162,0.483,1.0,-0.25,29
2023-01-06 14:13:16.380,0.497,1.0,0.0,9
2023-01-06 14:13:32.115,0.627,1.0,0.0,20
2023-01-06 14:14:09.209,0.479,1.0,-0.5,18
2023-01-06 14:16:50.342,0.425,-4.0,0.0,115
2023-01-06 14:19:05.232,0.429,1.0,-0.75,27
2023-01-06 14:19:40.014,0.499,-4.0,0.0,112
2023-01-06 14:21:50.092,0.729,1.0,-0.5,7
2023-01-06 14:22:04.069,0.434,1.0,-0.5,15
2023-01-06 14:22:48.024,0.426,1.0,-0.5,21
2023-01-06 14:24:06.254,0.426,1.0,-0.5,52
2023-01-06 14:26:27.082,0.446,1.0,-1.25,98
2023-01-06 14:28:45.441,0.424,1.0,-1.75,103
2023-01-06 14:30:38.037,0.43,1.0,0.0,13
2023-01-06 14:30:59.255,0.506,1.0,-0.5,30
2023-01-06 14:31:32.084,0.48,1.0,0.0,1
2023-01-06 14:33:12.017,0.489,1.0,-1.25,163
2023-01-06 14:46:45.012,0.412,-4.0,0.0,185
2023-01-06 14:50:54.021,0.797,1.0,-3.75,249
2023-01-06 14:57:19.016,0.656,1.0,-2.25,104
2023-01-06 15:00:45.039,0.422,1.0,0.0,3
2023-01-06 15:00:51.017,0.654,-4.0,0.0,209
2023-01-06 15:09:34.977,0.528,1.0,-1.75,435
2023-01-06 15:17:23.224,0.447,-0.75,0.0,538
2023-01-09 08:31:46.084,0.534,1.0,0.0,1
2023-01-09 08:33:18.004,0.666,-4.0,0.0,33
2023-01-09 08:38:57.092,0.444,1.0,-1.0,5
2023-01-09 08:40:10.121,0.477,1.0,-0.5,7
2023-01-09 08:40:20.012,0.749,1.0,0.0,0
2023-01-09 08:47:17.022,0.483,1.0,0.0,2
2023-01-09 08:47:21.123,0.459,1.0,-1.25,45
2023-01-09 08:51:04.105,0.582,1.0,-2.75,58
2023-01-09 08:53:07.014,0.445,1.0,0.0,2
2023-01-09 08:55:02.001,0.42,1.0,-0.75,13
2023-01-09 08:56:16.103,0.522,1.0,-3.25,126
2023-01-09 09:02:41.310,0.562,1.0,-0.5,19
2023-01-09 09:03:24.056,0.568,1.0,0.0,10
2023-01-09 09:07:06.049,0.454,-4.0,0.0,121
2023-01-09 09:11:19.043,0.409,1.0,-0.25,17
2023-01-09 09:15:09.005,0.414,1.0,-0.75,11
2023-01-09 09:21:01.089,0.567,-4.0,0.0,49
2023-01-09 09:26:05.010,0.425,1.0,-1.25,67
2023-01-09 09:27:18.099,0.557,1.0,-1.5,104
2023-01-09 09:33:07.005,0.584,1.0,-0.5,15
2023-01-09 09:33:34.001,0.511,1.0,-1.0,26
2023-01-09 09:35:36.022,0.412,1.0,-0.5,14
2023-01-09 09:36:04.038,0.648,1.0,-0.75,43
2023-01-09 09:38:56.016,0.426,1.0,-0.25,16
2023-01-09 09:39:26.035,0.516,1.0,-1.0,40
2023-01-09 09:41:05.096,0.494,1.0,-3.5,222
2023-01-09 09:45:13.004,0.548,1.0,0.0,14
2023-01-09 09:51:19.052,0.427,1.0,-1.75,296
2023-01-09 09:57:49.057,0.756,1.0,-3.0,308
2023-01-09 10:03:29.008,0.538,1.0,-1.25,153
2023-01-09 10:06:06.148,0.628,1.0,-0.5,24
2023-01-09 10:11:53.544,0.412,1.0,0.0,10
2023-01-09 10:20:38.433,0.827,1.0,-0.75,33
2023-01-09 10:25:40.182,0.457,-4.0,0.0,426
2023-01-09 10:34:35.000,0.896,1.0,-0.75,99
2023-01-09 10:37:09.165,0.443,-4.0,0.0,130
2023-01-09 10:40:51.104,0.584,1.0,-1.25,164
2023-01-09 10:45:57.291,0.412,1.0,-3.0,400
2023-01-09 10:54:38.047,0.732,-4.0,0.0,394
2023-01-09 11:02:13.026,0.46,-4.0,0.0,381
2023-01-09 11:10:51.561,0.521,-4.0,0.0,303
2023-01-09 11:17:48.263,0.553,-0.5,0.0,540
2023-01-09 11:29:30.001,0.436,1.0,0.0,7
2023-01-09 11:35:44.067,0.922,-4.0,0.0,309
2023-01-09 11:43:51.122,0.457,1.0,-1.75,131
2023-01-09 11:46:11.188,0.665,1.0,-1.75,124
2023-01-09 11:53:53.570,0.498,1.0,-0.25,73
2023-01-09 11:57:00.029,0.487,1.0,-0.25,35
2023-01-09 11:57:45.256,0.459,1.0,-0.25,40
2023-01-09 12:01:38.023,0.426,1.0,0.0,2
2023-01-09 12:04:56.044,0.443,-4.0,0.0,134
2023-01-09 12:11:07.017,0.406,1.0,-0.75,24
2023-01-09 12:14:33.087,0.489,1.0,-2.0,150
2023-01-09 12:19:06.159,0.476,1.0,0.0,22
2023-01-09 12:20:19.279,0.414,1.0,-0.25,20
2023-01-09 12:20:54.097,0.558,1.0,-0.75,79
2023-01-09 12:26:18.114,0.416,1.0,-2.0,213
2023-01-09 12:33:10.139,0.482,-4.0,0.0,152
2023-01-09 12:36:12.019,0.581,1.0,0.0,4
2023-01-09 12:36:19.055,0.62,1.0,-0.75,16
2023-01-09 12:36:56.047,0.608,1.0,-1.75,98
2023-01-09 12:40:41.172,0.655,-4.0,0.0,149
2023-01-09 12:45:00.051,0.602,-4.0,0.0,111
2023-01-09 12:46:51.010,0.466,1.0,-1.75,17
2023-01-09 12:47:27.318,0.47,1.0,0.0,4
2023-01-09 12:52:07.005,0.555,1.0,0.0,15
2023-01-09 12:53:32.077,0.628,-4.0,0.0,222
2023-01-09 12:58:03.176,0.476,1.0,-2.0,132
2023-01-09 13:00:24.094,0.557,1.0,-0.75,17
2023-01-09 13:00:58.024,0.455,1.0,0.0,11
2023-01-09 13:06:05.011,0.406,1.0,-3.75,36
2023-01-09 13:06:41.201,0.507,1.0,-0.75,19
2023-01-09 13:07:15.090,0.619,1.0,0.0,8
2023-01-09 13:08:01.118,0.793,1.0,-1.75,129
2023-01-09 13:12:06.420,0.438,-4.0,0.0,88
2023-01-09 13:13:42.283,0.433,1.0,0.0,1
2023-01-09 13:13:50.090,0.522,1.0,-1.5,39
2023-01-09 13:14:53.473,0.449,1.0,-2.5,73
2023-01-09 13:22:22.034,0.668,1.0,-1.0,53
2023-01-09 13:23:28.032,0.435,1.0,-0.25,17
2023-01-09 13:24:02.241,0.426,-4.0,0.0,189
2023-01-09 13:40:57.008,0.457,1.0,-0.75,27
2023-01-09 13:42:11.162,0.421,1.0,-3.25,268
2023-01-09 13:48:01.112,0.424,-4.0,0.0,496
2023-01-09 13:57:11.035,0.495,1.0,-0.25,15
2023-01-09 13:57:26.148,0.708,-4.0,0.0,64
2023-01-09 13:58:48.122,0.459,-4.0,0.0,52
2023-01-09 14:04:17.021,0.437,1.0,-0.25,36
2023-01-09 14:05:02.001,0.523,1.0,-1.0,11
2023-01-09 14:11:05.121,0.428,-4.0,0.0,161
2023-01-09 14:14:22.145,0.413,1.0,-3.5,265
2023-01-09 14:20:30.014,0.427,1.0,-0.25,19
2023-01-09 14:20:52.039,0.637,1.0,0.0,7
2023-01-09 14:23:16.000,0.443,1.0,-0.25,15
2023-01-09 14:23:38.039,0.517,-4.0,0.0,119
2023-01-09 14:25:42.134,0.516,1.0,0.0,20
2023-01-09 14:26:05.016,0.543,1.0,-0.25,4
2023-01-09 14:26:47.000,0.47,-4.0,0.0,240
2023-01-09 14:31:17.110,0.834,-4.0,0.0,65
2023-01-09 14:35:03.437,0.456,-4.0,0.0,210
2023-01-09 14:38:35.127,0.597,1.0,0.0,8
2023-01-09 14:38:51.231,0.91,1.0,0.0,25
2023-01-09 14:39:51.000,0.402,1.0,-2.25,80
2023-01-09 14:42:34.165,0.428,1.0,-1.5,108
2023-01-09 14:45:01.008,0.537,-4.0,0.0,98
2023-01-09 14:50:01.012,0.466,1.0,-0.75,1
2023-01-09 14:53:24.021,0.707,1.0,-1.25,65
2023-01-09 14:55:51.023,0.786,1.0,-2.0,36
2023-01-09 14:57:04.432,0.875,1.0,0.0,5
2023-01-09 14:57:43.034,0.454,1.0,-0.5,49
2023-01-09 14:58:45.049,0.439,-4.0,0.0,132
2023-01-09 15:01:09.013,0.65,1.0,0.0,7
2023-01-09 15:02:51.005,0.792,1.0,-1.0,128
2023-01-09 15:05:42.020,0.812,-0.5,0.0,538
2023-01-10 08:30:03.013,0.74,1.0,0.0,0
2023-01-10 08:30:14.001,0.695,1.0,-1.0,6
2023-01-10 08:32:58.031,0.663,1.0,-1.0,8
2023-01-10 08:43:13.050,0.456,-4.0,0.0,29
2023-01-10 08:45:07.028,0.517,1.0,-0.75,6
2023-01-10 08:45:38.080,0.471,-4.0,0.0,23
2023-01-10 08:57:15.078,0.406,1.0,0.0,12
2023-01-10 08:57:36.024,0.467,1.0,0.0,3
2023-01-10 08:58:45.115,0.665,-4.0,0.0,10
2023-01-10 08:59:07.030,0.657,1.0,-0.25,8
2023-01-10 08:59:16.031,0.548,1.0,-2.25,31
2023-01-10 09:00:09.064,0.42,-4.0,0.0,74
2023-01-10 09:01:34.202,0.941,1.0,-3.25,9
2023-01-10 09:01:59.048,0.428,1.0,-0.5,4
2023-01-10 09:02:47.002,0.457,1.0,-3.25,58
2023-01-10 09:03:50.014,0.41,1.0,-2.25,40
2023-01-10 09:04:32.003,0.611,1.0,-0.25,3
2023-01-10 09:04:52.109,0.666,1.0,-0.75,10
2023-01-10 09:06:17.106,0.694,1.0,-1.25,17
2023-01-10 09:06:47.110,0.427,1.0,0.0,2
2023-01-10 09:07:12.042,0.521,1.0,-2.25,66
2023-01-10 09:10:13.061,0.575,1.0,0.0,2
2023-01-10 09:10:31.471,0.786,1.0,-1.0,14
2023-01-10 09:15:13.026,0.44,1.0,-1.25,29
2023-01-10 09:17:57.005,0.461,-4.0,0.0,56
2023-01-10 09:21:06.193,0.532,-4.0,0.0,149
2023-01-10 09:26:14.002,0.557,1.0,-0.75,31
2023-01-10 09:28:32.051,0.466,1.0,-0.25,8
2023-01-10 09:29:30.088,0.562,1.0,-0.75,11
2023-01-10 09:29:44.078,0.451,1.0,0.0,5
2023-01-10 09:29:50.279,0.474,-4.0,0.0,29
2023-01-10 09:30:23.004,0.517,-4.0,0.0,49
2023-01-10 09:32:54.093,0.404,-4.0,0.0,48
2023-01-10 09:36:20.014,0.429,1.0,-0.75,17
2023-01-10 09:38:22.138,0.416,1.0,0.0,1
2023-01-10 09:38:27.062,0.858,1.0,0.0,7
2023-01-10 09:42:49.084,0.437,-4.0,0.0,78
2023-01-10 09:45:01.013,0.445,1.0,0.0,0
2023-01-10 09:46:50.159,0.46,1.0,-0.75,21
2023-01-10 09:52:10.020,0.842,1.0,-0.75,13
2023-01-10 09:56:38.004,0.432,1.0,-0.25,3
2023-01-10 10:01:12.011,0.437,1.0,0.0,4
2023-01-10 10:13:41.435,0.774,1.0,-2.25,144
2023-01-10 10:18:23.074,0.679,1.0,-1.5,119
2023-01-10 10:26:14.892,0.454,-4.0,0.0,21
2023-01-10 10:31:38.159,0.492,1.0,-1.0,28
2023-01-10 10:32:08.049,0.418,1.0,-0.25,4
2023-01-10 10:44:44.003,0.512,-4.0,0.0,56
2023-01-10 10:45:43.040,0.77,1.0,-1.5,26
2023-01-10 10:47:08.572,0.546,1.0,-3.25,185
2023-01-10 10:56:04.121,0.566,1.0,-0.5,25
2023-01-10 10:59:08.420,0.501,-4.0,0.0,69
2023-01-10 11:00:52.011,0.86,1.0,-2.25,22
2023-01-10 11:03:48.013,0.609,1.0,-2.75,268
2023-01-10 11:19:56.015,0.472,1.0,-2.75,169
2023-01-10 11:25:41.015,0.411,1.0,-3.0,387
2023-01-10 11:39:23.087,0.468,1.0,-0.25,4
2023-01-10 11:39:31.076,0.768,1.0,0.0,0
2023-01-10 11:40:01.336,0.857,-4.0,0.0,194
2023-01-10 11:52:26.755,0.586,-2.25,0.0,540
2023-01-10 12:03:10.008,0.418,1.0,-0.75,33
2023-01-10 12:08:55.000,0.427,1.0,-0.75,59
2023-01-10 12:09:56.001,0.401,-4.0,0.0,329
2023-01-10 12:20:29.138,0.423,1.0,-2.0,141
2023-01-10 12:29:58.045,0.487,1.0,-1.25,30
2023-01-10 12:30:34.032,0.551,1.0,-0.25,77
2023-01-10 12:31:51.035,0.411,1.0,-0.5,80
2023-01-10 12:33:23.190,0.471,1.0,-0.25,8
2023-01-10 12:35:04.000,0.519,1.0,-0.25,27
2023-01-10 12:45:02.552,0.669,1.0,-0.5,41
2023-01-10 12:53:08.230,0.563,1.0,-3.5,262
2023-01-10 12:57:44.122,0.418,1.0,-1.0,84
2023-01-10 13:06:13.245,0.659,1.0,-0.5,72
2023-01-10 13:07:26.813,0.911,1.0,0.0,13
2023-01-10 13:07:45.073,0.716,1.0,-0.5,40
2023-01-10 13:08:31.314,0.411,1.0,-1.5,244
2023-01-10 13:14:20.102,0.441,1.0,-0.25,44
2023-01-10 13:20:39.012,0.447,1.0,0.0,1
2023-01-10 13:21:09.009,0.437,0.25,-3.75,540
2023-01-10 13:31:28.181,0.55,1.0,-0.25,29
2023-01-10 13:34:56.001,0.628,1.0,0.0,10
2023-01-10 13:36:54.025,0.472,-4.0,0.0,76
2023-01-10 13:48:54.289,0.419,-1.0,0.0,540
2023-01-10 14:00:14.181,0.599,-4.0,0.0,125
2023-01-10 14:02:26.026,0.508,1.0,-0.75,12
2023-01-10 14:03:13.020,0.51,1.0,-1.25,51
2023-01-10 14:04:06.002,0.714,-4.0,0.0,147
2023-01-10 14:09:55.017,0.474,1.0,-2.75,256
2023-01-10 14:14:15.062,0.828,1.0,-0.25,14
2023-01-10 14:14:30.020,0.537,1.0,-1.0,55
2023-01-10 14:29:54.394,0.418,1.0,-0.5,66
2023-01-10 14:34:38.016,0.418,1.0,0.0,10
2023-01-10 14:38:26.690,0.458,1.0,-2.75,455
2023-01-10 14:46:25.364,0.609,1.0,-0.75,49
2023-01-10 14:48:18.721,0.569,1.0,0.0,21
2023-01-10 14:49:47.542,0.464,1.0,0.0,3
2023-01-10 14:49:54.534,0.574,1.0,-0.5,6
2023-01-10 14:56:58.474,0.434,1.0,0.0,12
2023-01-10 14:57:12.106,0.586,1.0,-0.75,137
2023-01-10 14:59:55.003,0.892,1.0,-1.0,5
2023-01-10 15:00:17.047,0.857,-4.0,0.0,131
2023-01-10 15:02:36.074,0.81,1.0,0.0,97
2023-01-10 15:12:08.017,0.669,1.0,0.0,21
2023-01-10 15:12:55.017,0.447,-0.5,0.0,537
2023-01-11 08:30:07.018,0.751,1.0,-0.25,5
2023-01-11 08:31:19.046,0.424,1.0,-1.5,18
2023-01-11 08:33:57.011,0.461,1.0,-1.25,13
2023-01-11 08:37:00.097,0.522,1.0,-0.75,14
2023-01-11 08:40:17.147,0.527,1.0,-1.0,37
2023-01-11 08:41:05.216,0.447,1.0,-0.25,4
2023-01-11 08:46:57.042,0.615,1.0,0.0,5
2023-01-11 08:47:08.077,0.404,1.0,-1.0,27
2023-01-11 08:48:03.003,0.874,1.0,-0.5,10
2023-01-11 08:48:37.012,0.471,-4.0,0.0,65
2023-01-11 08:50:02.028,0.742,1.0,-0.25,7
2023-01-11 08:51:20.043,0.552,1.0,-0.75,26
2023-01-11 08:52:14.050,0.515,-4.0,0.0,84
2023-01-11 08:54:15.028,0.458,1.0,0.0,4
2023-01-11 08:54:20.012,0.899,1.0,0.0,8
2023-01-11 08:54:46.021,0.694,1.0,-1.0,34
2023-01-11 08:55:26.424,0.82,1.0,-2.0,68
2023-01-11 08:59:03.024,0.476,1.0,0.0,2
2023-01-11 08:59:06.104,0.456,1.0,-0.5,18
2023-01-11 08:59:32.036,0.514,1.0,-1.0,28
2023-01-11 09:01:52.013,0.428,1.0,-1.5,32
2023-01-11 09:05:29.193,0.525,1.0,-1.0,58
2023-01-11 09:08:36.307,0.415,1.0,-2.25,103
2023-01-11 09:10:22.061,0.411,-4.0,0.0,181
2023-01-11 09:14:58.635,0.639,1.0,-0.5,35
2023-01-11 09:15:56.058,0.526,1.0,-3.5,90
2023-01-11 09:17:36.024,0.406,1.0,-3.25,294
2023-01-11 09:22:34.075,0.572,1.0,-0.25,8
2023-01-11 09:22:55.034,0.743,1.0,-2.75,255
2023-01-11 09:27:23.102,0.582,1.0,-1.25,89
2023-01-11 09:30:47.000,0.516,-4.0,0.0,157
2023-01-11 09:33:41.469,0.433,-4.0,0.0,100
2023-01-11 09:36:34.050,0.41,1.0,0.0,5
2023-01-11 09:36:40.222,0.484,1.0,-1.0,50
2023-01-11 09:44:55.275,0.576,1.0,-0.25,16
2023-01-11 09:47:09.514,0.452,1.0,-0.25,44
2023-01-11 09:52:11.144,0.613,1.0,-0.5,24
2023-01-11 09:53:32.001,0.454,-4.0,0.0,169
2023-01-11 09:57:02.005,0.616,1.0,-1.75,334
2023-01-11 10:02:48.149,0.698,1.0,-1.0,89
2023-01-11 10:04:39.325,0.575,1.0,-0.5,21
2023-01-11 10:06:12.212,0.59,1.0,-0.25,11
2023-01-11 10:06:26.753,0.534,1.0,-0.5,51
2023-01-11 10:10:43.342,0.425,1.0,0.0,9
2023-01-11 10:14:51.061,0.715,1.0,0.0,6
2023-01-11 10:20:49.164,0.574,1.0,-1.0,140
2023-01-11 10:23:48.042,0.449,1.0,-2.5,446
2023-01-11 10:31:42.494,0.437,-4.0,0.0,320
2023-01-11 10:50:22.033,0.421,1.0,-1.75,157
2023-01-11 10:53:32.297,0.608,0.25,-2.75,540
2023-01-11 11:02:34.236,0.591,1.0,-1.25,470
2023-01-11 11:26:56.391,0.411,1.0,-0.25,67
2023-01-11 11:28:49.211,0.447,-4.0,0.0,255
2023-01-11 11:33:12.553,0.744,0.25,-2.5,539
2023-01-11 11:47:27.534,0.483,1.0,-0.75,164
2023-01-11 11:56:52.011,0.487,1.0,-1.75,205
2023-01-11 12:00:18.082,0.419,1.0,-1.0,109
2023-01-11 12:05:07.626,0.422,1.0,-2.0,299
2023-01-11 12:10:29.168,0.605,1.0,0.0,14
2023-01-11 12:10:45.002,0.61,1.0,-2.0,245
2023-01-11 12:14:52.002,0.853,-4.0,0.0,26
2023-01-11 12:15:53.311,0.754,-4.0,0.0,37
2023-01-11 12:20:45.062,0.435,1.0,-1.75,196
2023-01-11 12:27:09.219,0.481,1.0,-0.25,16
2023-01-11 12:27:58.653,0.422,1.0,-0.5,16
2023-01-11 12:28:47.059,0.609,1.0,-1.5,132
2023-01-11 12:31:00.063,0.459,1.0,-1.0,194
2023-01-11 12:42:24.389,0.532,1.0,-0.5,90
2023-01-11 12:44:02.766,0.503,-4.0,0.0,435
2023-01-11 12:51:35.001,0.573,1.0,-1.75,250
2023-01-11 12:57:10.373,0.424,1.0,0.0,14
2023-01-11 12:58:27.451,0.487,1.0,-0.75,92
2023-01-11 13:00:33.663,0.403,1.0,0.0,16
2023-01-11 13:00:55.138,0.445,-4.0,0.0,280
2023-01-11 13:05:36.045,0.5,1.0,-1.75,171
2023-01-11 13:19:13.180,0.458,1.0,-1.25,203
2023-01-11 13:24:23.826,0.42,1.0,-0.75,99
2023-01-11 13:29:28.117,0.471,1.0,-1.0,95
2023-01-11 13:31:06.079,0.52,1.0,-0.25,24
2023-01-11 13:31:47.106,0.507,1.0,-1.0,138
2023-01-11 13:37:17.294,0.432,1.0,0.0,4
2023-01-11 13:37:54.104,0.451,1.0,-1.5,330
2023-01-11 13:49:34.683,0.461,-1.75,0.0,540
2023-01-11 14:10:04.041,0.475,1.0,0.0,26
2023-01-11 14:11:53.228,0.445,1.0,-0.25,10
2023-01-11 14:12:32.224,0.418,1.0,-3.75,409
2023-01-11 14:19:39.402,0.476,-2.25,0.0,539
2023-01-11 14:49:41.193,0.553,1.0,0.0,4
2023-01-11 14:50:06.064,0.654,1.0,-0.75,56
2023-01-11 14:53:29.002,0.533,1.0,-1.5,72
2023-01-11 15:03:08.431,0.472,1.0,-0.25,53
2023-01-12 08:31:10.012,0.584,1.0,-1.5,3
2023-01-12 08:31:22.035,0.567,-4.0,0.0,13
2023-01-12 08:31:40.068,0.447,1.0,-1.75,8
2023-01-12 08:32:01.002,0.546,-4.0,0.0,27
2023-01-12 08:33:28.051,0.553,1.0,0.0,0
2023-01-12 08:33:34.102,0.571,1.0,-0.25,3
2023-01-12 08:34:01.076,0.659,1.0,0.0,1
2023-01-12 08:34:16.090,0.573,-4.0,0.0,44
2023-01-12 08:35:03.057,0.414,1.0,-0.75,6
2023-01-12 08:35:22.001,0.681,1.0,-0.5,4
2023-01-12 08:35:42.040,0.614,1.0,-0.25,1
2023-01-12 08:36:02.042,0.673,1.0,0.0,1
2023-01-12 08:37:51.110,0.456,1.0,-0.5,5
2023-01-12 08:38:09.043,0.906,1.0,0.0,0
2023-01-12 08:38:15.013,0.477,1.0,0.0,1
2023-01-12 08:38:22.043,0.592,1.0,0.0,2
2023-01-12 08:40:02.009,0.431,1.0,-1.5,8
2023-01-12 08:41:10.004,0.463,-4.0,0.0,82
2023-01-12 08:42:52.027,0.781,-4.0,0.0,35
2023-01-12 08:49:01.154,0.476,1.0,-0.5,7
2023-01-12 08:49:25.054,0.756,-4.0,0.0,37
2023-01-12 08:50:09.051,0.581,1.0,-0.25,3
2023-01-12 08:52:21.064,0.593,-4.0,0.0,60
2023-01-12 08:57:22.050,0.401,1.0,-0.75,3
2023-01-12 08:57:31.041,0.775,1.0,-0.75,12
2023-01-12 08:58:38.048,0.53,1.0,-1.75,13
2023-01-12 09:03:39.024,0.465,1.0,-2.5,40
2023-01-12 09:15:04.136,0.472,1.0,-0.5,15
2023-01-12 09:18:00.019,0.414,1.0,0.0,1
2023-01-12 09:18:05.153,0.451,-4.0,0.0,54
2023-01-12 09:19:31.212,0.694,1.0,-2.75,49
2023-01-12 09:20:34.002,0.634,-4.0,0.0,71
2023-01-12 09:23:09.124,0.642,1.0,0.0,2
2023-01-12 09:29:11.020,0.613,-4.0,0.0,65
2023-01-12 09:34:59.102,0.581,1.0,-0.75,9
2023-01-12 09:35:09.007,0.445,1.0,0.0,7
2023-01-12 09:35:25.023,0.55,1.0,-1.25,17
2023-01-12 09:36:18.200,0.486,1.0,-0.5,11
2023-01-12 09:36:52.137,0.418,1.0,0.0,7
2023-01-12 09:45:14.073,0.731,1.0,0.0,2
2023-01-12 09:56:13.036,0.621,1.0,-0.25,4
2023-01-12 10:01:08.259,0.484,-4.0,0.0,25
2023-01-12 10:03:46.522,0.635,1.0,-0.25,5
2023-01-12 10:05:25.094,0.404,1.0,0.0,7
2023-01-12 10:05:36.141,0.507,1.0,0.0,1
2023-01-12 10:06:47.044,0.454,-4.0,0.0,35
2023-01-12 10:08:39.048,0.453,1.0,-0.25,7
2023-01-12 10:14:24.167,0.571,1.0,-1.0,23
2023-01-12 10:23:47.089,0.41,-4.0,0.0,86
2023-01-12 10:25:38.037,0.475,1.0,0.0,6
2023-01-12 10:25:45.086,0.511,1.0,-0.5,4
2023-01-12 10:25:55.185,0.591,-4.0,0.0,54
2023-01-12 10:26:57.058,0.421,1.0,-2.5,37
2023-01-12 10:34:31.006,0.861,1.0,0.0,3
2023-01-12 10:34:39.099,0.769,1.0,0.0,3
2023-01-12 10:35:34.222,0.603,1.0,-1.5,49
