,Avg Profits,Avg Net Points,Standard Deviation,Minimum Net Points,Maximum Net Points,Total Window Sum Profits,Total Window Sum Net Points
08:30:00,1309.5238095238096,0.5238095238095238,1.8062797158209116,-3.3095238095238093,1.0238095238095237,27500.0,11.0
09:00:00,3630.9523809523807,1.4523809523809523,1.761996904823769,-3.5238095238095237,1.0238095238095237,76250.0,30.5
09:30:00,2738.095238095238,1.0952380952380953,1.739682356745593,-3.0595238095238093,1.0595238095238095,57500.0,23.0
10:00:00,-59.523809523809526,-0.023809523809523808,1.9945496802251825,-3.642857142857143,1.0,-1250.0,-0.5
10:30:00,3720.2380952380954,1.4880952380952381,1.7317314593170439,-3.130952380952381,1.0,78125.0,31.25
11:00:00,-3928.5714285714284,-1.5714285714285714,2.03490785273622,-3.6785714285714284,1.0,-82500.0,-33.0
11:30:00,3660.714285714286,1.4642857142857142,1.7304284451042635,-3.2023809523809526,1.0,76875.0,30.75
12:00:00,-3065.4761904761904,-1.2261904761904763,1.9175402115844145,-3.011904761904762,1.0,-64375.0,-25.75
12:30:00,773.8095238095239,0.30952380952380953,1.6576330027365778,-2.4404761904761907,1.0119047619047619,16250.0,6.5
13:00:00,-1309.5238095238096,-0.5238095238095238,2.033843502523214,-3.5833333333333335,1.0,-27500.0,-11.0
13:30:00,8303.57142857143,3.3214285714285716,1.368044999270668,-2.2142857142857144,1.0119047619047619,174375.0,69.75
14:00:00,1934.5238095238096,0.7738095238095238,1.5975636183341608,-2.5714285714285716,0.9047619047619048,40625.0,16.25
14:30:00,1875.0,0.75,1.5270513901486729,-2.5714285714285716,1.0119047619047619,39375.0,15.75
15:00:00,-2664.4736842105262,-1.0657894736842106,1.6310287664680436,-2.0657894736842106,0.5394736842105263,-50625.0,-20.25
