,Avg Profits,Avg Net Points,Standard Deviation,Minimum Net Points,Maximum Net Points,Total Window Sum Profits,Total Window Sum Net Points
08:30:00,1644.8252688172042,0.6579301075268817,1.4952587443160683,-1.978494623655914,0.9704301075268817,611875.0,244.75
08:40:00,-481.30193905817174,-0.1925207756232687,1.576863166630693,-1.9722991689750693,0.8905817174515236,-173750.0,-69.5
08:50:00,1155.9888579387186,0.4623955431754875,1.3791224150216148,-1.5703342618384402,0.7416434540389972,415000.0,166.0
09:00:00,399.86559139784947,0.15994623655913978,1.5371930408218974,-1.8608870967741935,0.8454301075268817,148750.0,59.5
09:10:00,853.7011173184358,0.3414804469273743,1.4342172114408063,-1.5405027932960893,0.7458100558659218,305625.0,122.25
09:20:00,929.4871794871794,0.3717948717948718,1.372746001464183,-1.3354700854700854,0.8525641025641025,326250.0,130.5
09:30:00,650.9695290858725,0.26038781163434904,1.4008699344482127,-1.4965373961218837,0.6620498614958449,235000.0,94.0
09:40:00,378.9511494252874,0.15158045977011494,1.3924134229542804,-1.3627873563218391,0.7377873563218391,131875.0,52.75
09:50:00,1258.7780898876404,0.5035112359550562,1.3064770730152921,-1.1551966292134832,0.7212078651685393,448125.0,179.25
10:00:00,223.21428571428572,0.08928571428571429,1.4579076880225543,-1.5964285714285715,0.7407142857142858,78125.0,31.25
10:10:00,874.6355685131196,0.3498542274052478,1.349637920443949,-1.1712827988338192,0.6865889212827988,300000.0,120.0
10:20:00,1017.1919770773638,0.4068767908309456,1.2044652248643943,-1.0365329512893984,0.6575931232091691,355000.0,142.0
10:30:00,-192.5872093023256,-0.07703488372093023,1.440616020098008,-1.5225290697674418,0.6504360465116279,-66250.0,-26.5
10:40:00,1159.9264705882354,0.46397058823529413,1.2270730338403737,-1.0904411764705881,0.649264705882353,394375.0,157.75
10:50:00,84.3108504398827,0.03372434017595308,1.4782015601208889,-1.3379765395894427,0.6524926686217009,28750.0,11.5
11:00:00,158.52769679300292,0.06341107871720117,1.2173408791031537,-1.1654518950437318,0.510932944606414,54375.0,21.75
11:10:00,-155.2914110429448,-0.062116564417177916,1.4503778747590992,-1.401840490797546,0.4539877300613497,-50625.0,-20.25
11:20:00,346.8100890207715,0.1387240356083086,1.365053039776006,-1.0986646884272997,0.5704747774480712,116875.0,46.75
11:30:00,179.92424242424244,0.07196969696969698,1.4071781178708915,-1.3280303030303031,0.5212121212121212,59375.0,23.75
11:40:00,539.9525316455696,0.21598101265822786,1.2829422186216146,-1.0458860759493671,0.5775316455696202,170625.0,68.25
11:50:00,463.6498516320475,0.18545994065281898,1.4010595789494458,-1.1973293768545994,0.5311572700296736,156250.0,62.5
12:00:00,420.9183673469388,0.1683673469387755,1.3990594472588265,-1.2128279883381925,0.64067055393586,144375.0,57.75
12:10:00,48.98119122257053,0.019592476489028215,1.3877459611125447,-1.2335423197492164,0.5211598746081505,15625.0,6.25
12:20:00,354.62382445141066,0.14184952978056425,1.2499208952838212,-1.0391849529780564,0.5815047021943573,113125.0,45.25
12:30:00,327.83742331288346,0.13113496932515337,1.3353906517722491,-1.2530674846625767,0.45245398773006135,106875.0,42.75
12:40:00,-163.2882882882883,-0.06531531531531531,1.3357874933532767,-1.256006006006006,0.46846846846846846,-54375.0,-21.75
12:50:00,1695.336391437309,0.6781345565749235,1.050001448655074,-0.6529051987767585,0.5925076452599388,554375.0,221.75
13:00:00,-18.328445747800586,-0.007331378299120235,1.410357931874313,-1.4934017595307918,0.47287390029325516,-6250.0,-2.5
13:10:00,1061.7469879518073,0.4246987951807229,1.327563032678954,-1.2371987951807228,0.5978915662650602,352500.0,141.0
13:20:00,-63.813813813813816,-0.025525525525525526,1.2989658086227973,-1.114864864864865,0.5938438438438438,-21250.0,-8.5
13:30:00,218.84272997032642,0.08753709198813056,1.415031779800877,-1.2700296735905046,0.6632047477744807,73750.0,29.5
13:40:00,379.1920731707317,0.15167682926829268,1.426400141514464,-1.322408536585366,0.6509146341463414,124375.0,49.75
13:50:00,1511.9760479041915,0.6047904191616766,1.282506080273022,-1.1684131736526946,0.6758982035928144,505000.0,202.0
14:00:00,-85.95988538681948,-0.034383954154727794,1.354164568047281,-1.3273638968481376,0.6002865329512894,-30000.0,-12.0
14:10:00,574.7767857142857,0.22991071428571427,1.3278938625887065,-1.2938988095238095,0.6264880952380952,193125.0,77.25
14:20:00,571.3757396449704,0.22855029585798817,1.245777307163462,-1.0791420118343196,0.7034023668639053,193125.0,77.25
14:30:00,260.09316770186336,0.10403726708074534,1.5388951136676907,-1.5069875776397517,0.7267080745341615,83750.0,33.5
14:40:00,367.0933734939759,0.14683734939759036,1.3863018721562226,-1.4028614457831325,0.7274096385542169,121875.0,48.75
14:50:00,835.0988700564972,0.3340395480225989,1.515659553836058,-1.9505649717514124,0.8870056497175142,295625.0,118.25
15:00:00,93.08510638297872,0.03723404255319149,1.4113924295602582,-1.1633738601823709,0.6762917933130699,30625.0,12.25
15:10:00,446.42857142857144,0.17857142857142858,0.9810895788120123,-0.5382653061224489,0.2181122448979592,87500.0,35.0
15:20:00,491.07142857142856,0.19642857142857142,1.1763512114059453,-0.31887755102040816,0.22193877551020408,48125.0,19.25
