,Avg Profits,Avg Net Points,Standard Deviation,Minimum Net Points,Maximum Net Points,Total Window Sum Profits,Total Window Sum Net Points
08:30:00,1521.7391304347825,0.6086956521739131,1.761769400614412,-3.347826086956522,1.0,35000.0,14.0
09:00:00,6440.217391304348,2.5760869565217392,1.5389965041527938,-2.9130434782608696,0.7934782608695652,148125.0,59.25
09:30:00,1413.0434782608695,0.5652173913043478,1.8561662404406953,-2.9130434782608696,1.0,32500.0,13.0
10:00:00,3451.086956521739,1.3804347826086956,1.7798799208092762,-3.347826086956522,0.8152173913043478,79375.0,31.75
10:30:00,1168.4782608695652,0.4673913043478261,1.801726921210573,-3.0543478260869565,1.0,26875.0,10.75
11:00:00,1576.0869565217392,0.6304347826086957,1.7330155005034769,-3.130434782608696,1.0,36250.0,14.5
11:30:00,2173.913043478261,0.8695652173913043,1.3784925142703017,-2.0543478260869565,1.0108695652173914,50000.0,20.0
12:00:00,978.2608695652174,0.391304347826087,1.6001455108467544,-2.6956521739130435,1.0,22500.0,9.0
12:30:00,3695.6521739130435,1.4782608695652173,1.5299705934476302,-2.4130434782608696,1.0,85000.0,34.0
13:00:00,3125.0,1.25,1.615789884435602,-2.9130434782608696,1.0,71875.0,28.75
13:30:00,170.45454545454547,0.06818181818181818,1.6327924139711405,-2.7954545454545454,1.0,3750.0,1.5
14:00:00,2771.7391304347825,1.108695652173913,1.3458440977505075,-1.826086956521739,1.0217391304347827,63750.0,25.5
14:30:00,-896.7391304347826,-0.358695652173913,1.8548587864297523,-3.358695652173913,1.0434782608695652,-20625.0,-8.25
15:00:00,1086.9565217391305,0.43478260869565216,1.5171068200960771,-1.858695652173913,0.6521739130434783,25000.0,10.0
